"Painting","Year","Y","Color","Size"
"Maestà; Altarretabel des Sieneser Doms; Vorderseite; Predella mit Szenen aus der Kindheit Jesu und Propheten; Szene by Duccio",1308,40,"#8b713c",0.545098039216
"Maestà; Altarretabel des Sieneser Doms; Vorderseite; Predella mit Szenen aus der Kindheit Jesu und Propheten; Szene by Duccio",1308,21,"#130a05",0.0745098039216
"Maestà; Altarretabel des Sieneser Doms; Vorderseite; Predella mit Szenen aus der Kindheit Jesu und Propheten; Szene by Duccio",1308,36,"#b1905e",0.694117647059
"Maestà; Altarretabel des Sieneser Doms; Rückseite; Predella mit Szenen zur Versuchung Christi und Wundertaten; Szene by Duccio",1308,347,"#332e2f",0.2
"Maestà; Altarretabel des Sieneser Doms; Rückseite; Predella mit Szenen zur Versuchung Christi und Wundertaten; Szene by Duccio",1308,32,"#976e3c",0.592156862745
"Maestà; Altarretabel des Sieneser Doms; Rückseite; Predella mit Szenen zur Versuchung Christi und Wundertaten; Szene by Duccio",1308,29,"#7f5a37",0.498039215686
"Maestà; Altarretabel des Sieneser Doms; Rückseite; Predella mit Szenen zur Versuchung Christi und Wundertaten; Szene by Duccio",1308,34,"#968164",0.588235294118
"Maestà; Altarretabel des Sieneser Doms; Rückseite; Predella mit Szenen zur Versuchung Christi und Wundertaten; Szene by Duccio",1308,39,"#6f592f",0.435294117647
"Maestà; Altarretabel des Sieneser Doms; Rückseite; Hauptregister mit Szenen zu Christi Passion; Szenen by Duccio",1308,21,"#66371c",0.4
"Maestà; Altarretabel des Sieneser Doms; Rückseite; Predella mit Szenen zur Versuchung Christi und Wundertaten; Szene by Duccio",1308,21,"#af7351",0.686274509804
"Maestà; Altarretabel des Sieneser Doms; Rückseite; Hauptregister mit Szenen zu Christi Passion; Gesamtansicht by Duccio",1308,14,"#381e16",0.219607843137
"Maestà; Altarretabel des Sieneser Doms; Rückseite; Altarbekrönung mit Pfingstzyklus; Szene by Duccio",1308,27,"#462b14",0.274509803922
"Maestà; Altarretabel des Sieneser Doms; Rückseite; Hauptregister mit Szenen zu Christi Passion; Szenen by Duccio",1308,16,"#130804",0.0745098039216
"Maestà; Altarretabel des Sieneser Doms; Vorderseite; Altarbekrönung mit Szenen zum Marientod; Szene by Duccio",1308,32,"#845f34",0.517647058824
"Maestà; Altarretabel des Sieneser Doms; Rückseite; Hauptregister mit Szenen zu Christi Passion; Szenen by Duccio",1308,33,"#d0b28b",0.81568627451
"Maestà; Altarretabel des Sieneser Doms; Rückseite; Altarbekrönung mit Pfingstzyklus; Szene by Duccio",1308,35,"#bb9764",0.733333333333
"«Зьяўленьне Хрыстовае вучням» (Лк.; 24:36—49). Карціна Дучы ды Буанінсэньі by Duccio",1308,37,"#937a4f",0.576470588235
"Maestà; Altarretabel des Sieneser Doms; Vorderseite; Altarbekrönung mit Szenen zum Marientod; Szene by Duccio",1308,22,"#572c13",0.341176470588
"Maestà; Altarretabel des Sieneser Doms; Vorderseite; Altarbekrönung mit Szenen zum Marientod; Szene by Duccio",1308,36,"#9e7c46",0.619607843137
"Maestà; Altarretabel des Sieneser Doms; Vorderseite; Altarbekrönung mit Szenen zum Marientod; Szene by Duccio",1308,21,"#442514",0.266666666667
"Maestà; Altarretabel des Sieneser Doms; Rückseite; Altarbekrönung mit Pfingstzyklus; Szene by Duccio",1308,39,"#c5a871",0.772549019608
"Maestà; Altarretabel des Sieneser Doms; Vorderseite; Altarbekrönung mit Szenen zum Marientod; Szene by Duccio",1308,12,"#160b08",0.0862745098039
"Maestà; Altarretabel des Sieneser Doms; Rückseite; Altarbekrönung mit Pfingstzyklus; Szene by Duccio",1308,33,"#45413c",0.270588235294
"Maestà; Altarretabel des Sieneser Doms; Rückseite; Hauptregister mit Szenen zu Christi Passion; Gesamtansicht by Duccio",1308,33,"#d3ac7b",0.827450980392
"Maestà; Altarretabel des Sieneser Doms; Vorderseite; Haupttafel mit Maestà; Szene by Duccio",1308,10,"#160704",0.0862745098039
"Maestà; Altarretabel des Sieneser Doms; Vorderseite; Haupttafel mit Maestà; Szene by Duccio",1308,33,"#b7884c",0.717647058824
"Maestà by Duccio",1308,35,"#d4ae78",0.83137254902
"Graduale von St. Katharinenthal; Szene by Unknown.",1312,25,"#d3b6a1",0.827450980392
"Mosaiken der Kirche Kahrié-Djami in Istanbul; Szene by Unknown.",1315,300,"#1a191a",0.101960784314
"Buch der Einsicht in die Konstruktion mechanischer Apparate des al-Jazarî; Szene by Unknown.",1315,42,"#e6ddc8",0.901960784314
"Mosaiken der Kirche Kahrié-Djami in Istanbul; Szene by Unknown.",1315,35,"#cbc0b0",0.796078431373
"Mosaiken der Kirche Kahrié-Djami in Istanbul; Szene by Unknown.",1315,21,"#71503d",0.443137254902
"Mosaiken der Kirche Kahrié-Djami in Istanbul; Szene by Unknown.",1315,37,"#898379",0.537254901961
"Mosaiken der Kirche Kahrié-Djami in Istanbul; Szene by Unknown.",1315,10,"#221d1c",0.133333333333
"Madonna and Child by Ambrogio Lorenzetti",1319,33,"#ecaf60",0.925490196078
"Hl. Stephan by Giotto",1320,30,"#62492f",0.38431372549
"Belleville-Breviar; Szene by Unknown.",1323,26,"#76675b",0.462745098039
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,34,"#b5a084",0.709803921569
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,16,"#0f0704",0.0588235294118
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,38,"#574c38",0.341176470588
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,23,"#160e09",0.0862745098039
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,37,"#625847",0.38431372549
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Allegorie der Keuschheit by Giotto",1325,34,"#a68c69",0.650980392157
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,37,"#5d5342",0.364705882353
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,32,"#1d1710",0.113725490196
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,27,"#928376",0.572549019608
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,36,"#8c7654",0.549019607843
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,3,"#553836",0.333333333333
"Waldwohnungen in Chü-ch'ü by Wang Meng (王蒙)",1330,22,"#7d6658",0.490196078431
"Maqâmât (Versammlungen) des al-Harîrî; Szene by Unknown.",1334,32,"#e8d3ba",0.909803921569
"Maqâmât (Versammlungen) des al-Harîrî; Szene by Unknown.",1334,30,"#e0d0bf",0.878431372549
"Maqâmât (Versammlungen) des al-Harîrî; Szene by Unknown.",1334,24,"#a38068",0.639215686275
"Maqâmât (Versammlungen) des al-Harîrî; Szene by Unknown.",1334,36,"#b09771",0.690196078431
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,9,"#553c37",0.333333333333
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,5,"#513b39",0.317647058824
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,9,"#5d4844",0.364705882353
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,30,"#99826a",0.6
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,25,"#9a816e",0.603921568627
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,23,"#7f6859",0.498039215686
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,30,"#83705d",0.513725490196
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,28,"#453c34",0.270588235294
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,12,"#422f2a",0.258823529412
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,34,"#998c7a",0.6
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,357,"#2e191a",0.180392156863
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,28,"#b39a83",0.701960784314
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,6,"#643e39",0.392156862745
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,29,"#8e6d4e",0.556862745098
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,346,"#5e4c50",0.36862745098
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,36,"#9b8d77",0.607843137255
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,25,"#8c725f",0.549019607843
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,13,"#71564e",0.443137254902
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,21,"#9e8476",0.619607843137
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,13,"#826056",0.509803921569
"Kreuzigung by Bernardo Daddi",1340,44,"#e5c465",0.898039215686
"Marienaltar aus San Pancrazio; Szene by Bernardo Daddi",1340,40,"#a88a4c",0.658823529412
"Darbringung im Tempel by Ambrogio Lorenzetti",1342,29,"#785738",0.470588235294
"Darbringung im Tempel by Ambrogio Lorenzetti",1342,41,"#c8ac6d",0.78431372549
"Darbringung im Tempel by Ambrogio Lorenzetti",1342,44,"#baa15a",0.729411764706
"Sammlung der theologischen Schriften des Kaisers Johannes VI. Cantacuzenos; Szene by Unknown.",1347,43,"#bcad84",0.737254901961
"Sammlung der theologischen Schriften des Kaisers Johannes VI. Cantacuzenos; Szene by Unknown.",1347,26,"#a36738",0.639215686275
"Gemälde aus der Kapelle des Palazzo Carrara in Padua; Szene by Guariento di Arpo",1350,269,"#837c8a",0.541176470588
"Kalîla und Dimma von Bidpai; Szene by Unknown.",1354,38,"#e7ddcb",0.905882352941
"Herbstliche Bootsfahrt auf dem Fluß by Sheng Mao",1361,30,"#a69079",0.650980392157
"Maria mit Kind by NA",1367,25,"#564131",0.337254901961
"Die Marien am Grabe by Unknown.",1370,5,"#574240",0.341176470588
"Sammlung der theologischen Schriften des Kaisers Johannes VI. Cantacuzenos; Szene by Unknown.",1370,48,"#c2a327",0.760784313725
"Bäume in einem Flußtal in Yü-shan by Ni Zan",1371,37,"#c6b9a4",0.776470588235
"Grabower Altar; Petri-Altar; linker Innenflügel; Außenseite; Szene by Meister Bertram von Minden",1375,34,"#bf9257",0.749019607843
"Grabower Altar; Petri-Altar; rechter Innenflügel; Außenseite; Szene by Meister Bertram von Minden",1375,341,"#453238",0.270588235294
"Grabower Altar; Petri-Altar; linker Außenflügel; Innenseite; Szene by Meister Bertram von Minden",1375,2,"#b3413b",0.701960784314
"Grabower Altar; Petri-Altar; linker Außenflügel; Innenseite; Szene by Meister Bertram von Minden",1375,0,"#873f3e",0.529411764706
"Grabower Altar; Petri-Altar; linker Außenflügel; Innenseite by Meister Bertram von Minden",1375,5,"#8d3c33",0.552941176471
"Grabower Altar; Petri-Altar; rechter Außenflügel; Innenseite by Meister Bertram von Minden",1375,28,"#c6986d",0.776470588235
"Grabower Altar; Petri-Altar; rechter Innenflügel; Außenseite by Meister Bertram von Minden",1375,3,"#963f3a",0.588235294118
"Grabower Altar; Petri-Altar; linker Innenflügel; Außenseite by Meister Bertram von Minden",1375,34,"#d2b792",0.823529411765
"Grabower Altar; Petri-Altar; rechter Innenflügel; Außenseite by Meister Bertram von Minden",1375,357,"#a13237",0.63137254902
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1385,90,"#b0b4ac",0.705882352941
"Triptychon aus der Cappella delle Carceri in San Francesco zu Montalcino; rechter Flügel by Bartolo di Fredi",1388,22,"#b07e60",0.690196078431
"Madonna mit Hl. Nikolaus von Myra und Hl. Katharina von Alexandrien und Stifter; Detail by Gentile da Fabriano",1395,28,"#d4ab86",0.83137254902
"Madonna mit Hl. Nikolaus von Myra und Hl. Katharina von Alexandrien und Stifter by Gentile da Fabriano",1395,16,"#a37564",0.639215686275
"Die Goldene Bulle; Anfangsseite (Kopie) by Unknown.",1400,235,"#6d7092",0.572549019608
"Passionsaltar (Wildungen-Altar); linker Flügel by NA",1403,267,"#696271",0.443137254902
"Passionsaltar (Wildungen-Altar); linker Flügel by NA",1403,37,"#b78a41",0.717647058824
"Passionsaltar (Wildungen-Altar); linker Flügel by NA",1403,226,"#5a668e",0.556862745098
"Passionsaltar (Wildungen-Altar) by NA",1403,38,"#d0b27c",0.81568627451
"Pietà by Lorenzo Monaco",1404,8,"#553d39",0.333333333333
"Madonna; Detail by Lorenzo Monaco",1404,35,"#907b5c",0.564705882353
"Christus am Ölberg und die Marien am Grabe by Lorenzo Monaco",1408,24,"#9b6036",0.607843137255
"Madonna mit Engeln by Gentile da Fabriano",1408,32,"#b39776",0.701960784314
"Himmelfahrt Christi by Andrei Rublev",1408,28,"#c79b74",0.780392156863
"Madonna mit zwei Engeln by Gentile da Fabriano",1408,6,"#2d2524",0.176470588235
"Madonna mit Engeln by Gentile da Fabriano",1408,29,"#825f3d",0.509803921569
"Thronende Madonna mit musizierenden Engeln by Gentile da Fabriano",1410,31,"#cba881",0.796078431373
"Verkündigung by Lorenzo Monaco",1410,30,"#e2b27f",0.886274509804
"Christus als Schmerzensmann by Andrea Mantegna",1411,36,"#806945",0.501960784314
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,20,"#e1baa5",0.882352941176
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,31,"#e7cdb0",0.905882352941
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Barthélemy d'Eyck",1412,29,"#c59d76",0.772549019608
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,23,"#89481e",0.537254901961
"Duc Jean de Berry with nef or Salière de Pavillon. Detail from File:Hennequin und Herman von) Brüder (Pol Limburg 006.jpg by Unknown.",1412,7,"#7e2a1e",0.494117647059
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,22,"#866d5e",0.525490196078
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Barthélemy d'Eyck",1412,230,"#4d63da",0.854901960784
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,8,"#742518",0.454901960784
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,0,"#a18686",0.63137254902
"Marienkrönung mit Szenen aus dem Leben des Hl. Benedikt; Predella by Lorenzo Monaco",1413,0,"#6f6666",0.435294117647
"Die drei Freunde und hundert Vögel by NA",1413,18,"#724531",0.447058823529
"Marienkrönung mit Szenen aus dem Leben des Hl. Benedikt; Predella by Lorenzo Monaco",1414,38,"#7b705c",0.482352941176
"Madonna by Gentile da Fabriano",1415,18,"#824d36",0.509803921569
"Madonna; Detail by Gentile da Fabriano",1415,336,"#462d37",0.274509803922
"Madonna; Fragment by Gentile da Fabriano",1420,16,"#694e44",0.411764705882
"Madonna by Gentile da Fabriano",1420,300,"#1c1b1c",0.109803921569
"Fresken der Bartolini-Kapelle der Sta. Trinità in Florenz; Szene by Lorenzo Monaco",1420,29,"#ce9f73",0.807843137255
"Madonna; Detail by Gentile da Fabriano",1420,345,"#4c373c",0.298039215686
"Altartafel der Kirche Sant' Egidio in Florenz; Szene by Lorenzo Monaco",1420,6,"#c95649",0.788235294118
"Sängerinnen und Tänzerinnen; Detail by Unknown.",1420,20,"#8a4e2e",0.541176470588
"Anbetung der Könige by Lorenzo Monaco",1421,10,"#af5744",0.686274509804
"Anbetung der Könige by Lorenzo Monaco",1421,28,"#a07650",0.627450980392
"Anbetung der Könige by Lorenzo Monaco",1421,16,"#795041",0.474509803922
"Anbetung der Könige by Lorenzo Monaco",1421,8,"#ab5344",0.670588235294
"Anbetung der Könige by Lorenzo Monaco",1421,34,"#a6865c",0.650980392157
"Très Belles Heures de Notre-Dame (Turin-Mailänder Gebetbuch); Szene by Unknown.",1422,33,"#7d6445",0.490196078431
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,23,"#844f2e",0.517647058824
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,8,"#98584d",0.596078431373
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,3,"#4d302e",0.301960784314
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,28,"#c3a285",0.764705882353
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,29,"#c09d7b",0.752941176471
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,24,"#8b7464",0.545098039216
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,351,"#3c2629",0.235294117647
"Anbetung der Heiligen Drei Könige; linke Predellatafel by Gentile da Fabriano",1423,28,"#ccb6a2",0.8
"Anbetung der Heiligen Drei Könige; mittlere Predellatafel by Gentile da Fabriano",1423,16,"#87665a",0.529411764706
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,352,"#493033",0.286274509804
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,30,"#c4a483",0.76862745098
"Anbetung der Heiligen Drei Könige; linke Predellatafel by Gentile da Fabriano",1423,34,"#ddd1c1",0.866666666667
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,357,"#523c3d",0.321568627451
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,0,"#563838",0.337254901961
"Anbetung der Heiligen Drei Könige; rechte Predellatafel by Gentile da Fabriano",1423,32,"#d1a878",0.819607843137
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,1,"#724e4d",0.447058823529
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,23,"#cda184",0.803921568627
"Anbetung der Heiligen Drei Könige; Gesamtansicht by Gentile da Fabriano",1423,60,"#fcfcfa",0.988235294118
"Anbetung der Heiligen Drei Könige; mittleres Giebeltondo by Gentile da Fabriano",1423,23,"#a7836c",0.654901960784
"Anbetung der Heiligen Drei Könige; rechtes Giebeltondo by Gentile da Fabriano",1423,341,"#4e343c",0.305882352941
"Anbetung der Heiligen Drei Könige; linkes Giebeltondo by Gentile da Fabriano",1423,30,"#bb9b79",0.733333333333
"Anbetung der Heiligen Drei Könige; mittleres Giebelfeld; linke Szene by Gentile da Fabriano",1423,357,"#594142",0.349019607843
"Anbetung der Heiligen Drei Könige; mittleres Giebelfeld; linke Szene by Gentile da Fabriano",1423,11,"#755750",0.458823529412
"Anbetung der Heiligen Drei Könige; rechtes Giebelfeld; rechte Szene by Gentile da Fabriano",1423,12,"#685550",0.407843137255
"Anbetung der Heiligen Drei Könige; rechtes Giebelfeld; linke Szene by Gentile da Fabriano",1423,25,"#6b5240",0.419607843137
"Anbetung der Könige by Gentile da Fabriano",1423,26,"#352315",0.207843137255
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,349,"#6a5357",0.41568627451
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,13,"#7c655e",0.486274509804
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,9,"#745a55",0.454901960784
"Anbetung der Heiligen Drei Könige; linke Predellatafel by Gentile da Fabriano",1423,10,"#3b2925",0.23137254902
"Anbetung der Heiligen Drei Könige; linkes Giebelfeld; linke Szene by Gentile da Fabriano",1423,30,"#b6997b",0.713725490196
"Anbetung der Heiligen Drei Könige; linkes Giebelfeld; rechte Szene by Gentile da Fabriano",1423,31,"#c0a280",0.752941176471
"Anbetung der Heiligen Drei Könige; mittlere Predellatafel by Gentile da Fabriano",1423,33,"#c4aa89",0.76862745098
"Anbetung der Heiligen Drei Könige; rechte Predellatafel by Gentile da Fabriano",1423,18,"#996853",0.6
"Anbetung der Heiligen Drei Könige; linke Predellatafel by Gentile da Fabriano",1423,39,"#584c35",0.345098039216
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1424,342,"#2d2628",0.176470588235
"The Tribute Money by Masaccio",1424,18,"#68402e",0.407843137255
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1424,41,"#7a6f56",0.478431372549
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1424,7,"#2a1b19",0.164705882353
"Szenen aus dem Leben Petri; Szene by Masaccio",1424,23,"#a78976",0.654901960784
"Altarretabel von San Domenico in Fiesole; Szene by Fra Angelico",1424,22,"#a16e50",0.63137254902
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1424,25,"#79675a",0.474509803922
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1424,27,"#9e846e",0.619607843137
"Fresko im Dom zu Urbino; Szene by Gentile da Fabriano",1425,0,"#fcfbfb",0.988235294118
"Hl. Anna Selbdritt by Masaccio",1425,33,"#d7a96f",0.843137254902
"Hl. Anna Selbdritt by Masolino da Panicale",1425,180,"#535858",0.345098039216
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,0,"#311919",0.192156862745
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,15,"#55362b",0.333333333333
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,18,"#5f463b",0.372549019608
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,22,"#795f4f",0.474509803922
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,29,"#97816c",0.592156862745
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,20,"#544137",0.329411764706
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,7,"#6a5451",0.41568627451
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,20,"#715648",0.443137254902
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,25,"#685c53",0.407843137255
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,35,"#ccbba3",0.8
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,29,"#8f7d6c",0.560784313725
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,31,"#b09c86",0.690196078431
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,0,"#878686",0.529411764706
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,19,"#927567",0.572549019608
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,31,"#d7cabc",0.843137254902
"Mérode-Altar; Mitteltafel by Robert Campin",1425,25,"#c4783f",0.76862745098
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Filippino Lippi",1425,25,"#776354",0.466666666667
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Filippino Lippi",1425,9,"#a34a3a",0.639215686275
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,23,"#a78e7e",0.654901960784
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,25,"#846c5a",0.517647058824
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,21,"#806c61",0.501960784314
"Mérode-Altar; Gesamtansicht; Mitteltafel by Robert Campin",1425,36,"#d0c4b1",0.81568627451
"Polyptychon für Santa Maria del Carmine in Pisa; Mitteltafel by Masaccio",1426,43,"#eacf89",0.917647058824
"Polyptychon für Santa Maria del Carmine in Pisa; Bekrönung by Masaccio",1426,19,"#af7052",0.686274509804
"Trinity by Masaccio",1427,60,"#d9d9d3",0.850980392157
